Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Super Robot Taisen XO,X360,2006.0,Strategy,Banpresto,0.0,0.0,0.01,0.0,0.01,35.0,5.0,1.0,5.0,Artech Studios,T
Raven's Cry,PS4,2015.0,Role-Playing,TopWare Interactive,0.0,0.01,0.0,0.0,0.01,35.0,5.0,1.0,289.0,Big Ant Studios,T
Pachitte Chonmage Tatsujin 16: Pachinko Hissatsu Shigotojin III,PS2,2010.0,Misc,Hackberry,0.0,0.0,0.01,0.0,0.01,37.0,6.0,1.0,8.0,SNK Playmore,T
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,XB,2005.0,Adventure,Activision,0.01,0.0,0.0,0.0,0.01,37.0,6.0,1.0,5.0,Beenox,T
Shitsuji ga Aruji o Erabu Toki,PSV,2016.0,Adventure,Unknown,0.0,0.0,0.01,0.0,0.01,43.0,5.0,1.0,672.0,5pb,T
Best Of Tests,DS,2008.0,Puzzle,Conspiracy Entertainment,0.01,0.0,0.0,0.0,0.01,39.0,4.0,2.0,5.0,Dreamcatcher,T
Infinite Stratos 2: Love and Purge,PSV,2015.0,Action,5pb,0.0,0.0,0.01,0.0,0.01,26.0,4.0,1.0,153.0,Airtight Games,T
Umihara Kawase Jun: Second Edition Kanzenban,DS,2009.0,Puzzle,Genterprise,0.0,0.0,0.01,0.0,0.01,36.0,5.0,1.0,5.0,Arkedo Studio,E10+
50 Classic Games,3DS,2012.0,Misc,Avanquest Software,0.0,0.01,0.0,0.0,0.01,39.0,4.0,2.0,177.0,AQ Interactive,E10+
Psycho-Pass,XOne,2014.0,Adventure,5pb,0.0,0.0,0.01,0.0,0.01,26.0,4.0,1.0,218.0,DONTNOD Entertainment,T
Destiny Links,DS,2009.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,35.0,5.0,2.0,5.0,Arkedo Studio,E10+
Sakura Sakura: Haru Urara,PSP,2010.0,Adventure,GN Software,0.0,0.0,0.01,0.0,0.01,37.0,6.0,1.0,8.0,Frogwares,T
Uta no * Prince-Sama: Sweet Serenade,PSP,2011.0,Adventure,Broccoli,0.0,0.0,0.01,0.0,0.01,37.0,6.0,1.0,177.0,Frogwares,T
Higurashi no Naku Koro ni Iki,PS3,2015.0,Action,Kaga Create,0.0,0.0,0.01,0.0,0.01,23.0,4.0,1.0,528.0,Airtight Games,T
The Legend of Heroes: Trails in the Sky Third Chapter,PS3,2013.0,Role-Playing,Falcom Corporation,0.0,0.0,0.01,0.0,0.01,35.0,5.0,1.0,218.0,Piranha Bytes,T
Rewrite,PSV,2014.0,Adventure,Prototype,0.0,0.0,0.01,0.0,0.01,35.0,5.0,1.0,218.0,5pb,T
Major Dream: Major Wii Nagero! Gyroball!!,Wii,2008.0,Sports,Takara Tomy,0.0,0.0,0.01,0.0,0.01,35.0,5.0,1.0,185.0,2K Sports,T
"Iza, Shutsujin! Koisen",PSP,2011.0,Adventure,Quinrose,0.0,0.0,0.01,0.0,0.01,37.0,6.0,0.0,8.0,5pb,E10+
Hiiro no Kakera: Shin Tamayori Hime Denshou,PS2,2009.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,37.0,6.0,1.0,8.0,Hydravision,T
Datenshi no Amai Yuuwaku x Kaikan Phrase,DS,2010.0,Adventure,FuRyu,0.0,0.0,0.01,0.0,0.01,23.0,6.0,2.0,4.0,Dreamcatcher,E10+
Bakumatsu Koihana: Shinsengumi DS,DS,2008.0,Adventure,D3Publisher,0.0,0.0,0.01,0.0,0.01,39.0,6.0,2.0,4.0,Dreamcatcher,T
Digger Simulator,PC,2011.0,Simulation,Excalibur Publishing,0.0,0.01,0.0,0.0,0.01,31.0,4.0,1.0,257.0,ValuSoft,T
Miyako: Awayuki no Utage,PSP,2012.0,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01,37.0,6.0,1.0,528.0,Airtight Games,T
Marginal #4: Idol of Supernova,PSV,2014.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,35.0,4.0,1.0,218.0,5pb,T
Tobidase! Kagaku-kun Chikyuu Daitanken! Nazo no Chinkai Seibutsu ni Idome!,DS,2011.0,Misc,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,36.0,5.0,1.0,8.0,WayForward,E10+
Kana: Imouto,PSP,2010.0,Adventure,CyberFront,0.0,0.0,0.01,0.0,0.01,37.0,4.0,1.0,8.0,5pb,T
Rock N' Roll Racing,SNES,1993.0,Racing,Interplay,0.0,0.0,0.01,0.0,0.01,35.0,9.0,1.0,12.0,Croteam,T
Football Academy,DS,2009.0,Sports,Electronic Arts,0.0,0.01,0.0,0.0,0.01,31.0,4.0,2.0,5.0,Big Blue Bubble Inc.,T
Norn + Nonette: Last Era,PSV,2015.0,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01,53.0,5.0,1.0,218.0,DONTNOD Entertainment,T
Nodame Cantabile,PS2,2007.0,Misc,Banpresto,0.0,0.0,0.01,0.0,0.01,37.0,6.0,1.0,5.0,Broadsword Interactive,T
Hitotsu Tobashi Renai V,PSV,2015.0,Adventure,Kaga Create,0.0,0.0,0.01,0.0,0.01,35.0,4.0,1.0,153.0,5pb,T
DoDonPachi Saidaioujou,X360,2013.0,Shooter,Cave,0.0,0.0,0.01,0.0,0.01,35.0,4.0,1.0,320.0,Bohemia Interactive,T
Last Escort: Club Katze,PS2,2010.0,Adventure,D3Publisher,0.0,0.0,0.01,0.0,0.01,37.0,6.0,1.0,284.0,Broadsword Interactive,T
Fuuraiki 3,PSV,2015.0,Action,Unknown,0.0,0.0,0.01,0.0,0.01,23.0,5.0,2.0,153.0,Koei Tecmo Games,T
Phantasy Star Online 2 Episode 4: Deluxe Package,PSV,2017.0,Role-Playing,Sega,0.0,0.0,0.01,0.0,0.01,19.0,5.0,1.0,289.0,Sega,T
1/2 Summer +,PSP,2013.0,Adventure,Kaga Create,0.0,0.0,0.01,0.0,0.01,35.0,5.0,2.0,153.0,5pb,T
Winning Post 7 Maximum 2008,PS3,2008.0,Sports,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,35.0,5.0,1.0,185.0,Gas Powered Games,T
SBK09 Superbike World Championship,PS3,2009.0,Racing,Black Bean Games,0.0,0.01,0.0,0.0,0.01,37.0,6.0,1.0,8.0,Milestone S.r.l,T
Tears to Tiara: Kakan no Daichi Portable,PSP,2010.0,Adventure,Aqua Plus,0.0,0.0,0.01,0.0,0.01,37.0,6.0,1.0,8.0,Frogwares,T
Tantei Jinguuji Saburo DS: Fuserareta Shinjitsu,DS,2009.0,Adventure,Arc System Works,0.0,0.0,0.01,0.0,0.01,39.0,6.0,1.0,5.0,Frogwares,E10+
Ninja Gaiden Sigma 2,PSV,2013.0,Action,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,43.0,5.0,1.0,672.0,"Omega Force, Koei Tecmo Games",E10+
Big Hero 6: Battle in the Bay,3DS,2014.0,Action,GameMill Entertainment,0.0,0.01,0.0,0.0,0.01,23.0,4.0,2.0,4.0,Airtight Games,E10+
Dr. Slump & Arale-Chan,DS,2008.0,Adventure,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,23.0,6.0,2.0,4.0,Dreamcatcher,E10+
Umineko no Naku Koro ni Portable 1,PSP,2011.0,Adventure,Alchemist,0.0,0.0,0.01,0.0,0.01,37.0,6.0,1.0,177.0,Frogwares,T
Festa!! Hyper Girls Party,PS2,2006.0,Adventure,KID,0.0,0.0,0.01,0.0,0.01,37.0,4.0,0.0,5.0,WideScreen Games,T
Geten no Hana: Yume Akari,PSP,2014.0,Misc,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,23.0,5.0,1.0,289.0,Koei Tecmo Games,T
Kikiite Hajimaru: Eigo Kaiwa Training - KikiTore,DS,2008.0,Misc,Benesse,0.0,0.0,0.01,0.0,0.01,39.0,6.0,2.0,5.0,Dreamcatcher,E10+
Vanark,PS,1999.0,Shooter,Jaleco,0.01,0.01,0.0,0.0,0.01,35.0,5.0,1.0,5.0,Attention To Detail,T
Game Book DS: Sword World 2.0,DS,2009.0,Role-Playing,Broccoli,0.0,0.0,0.01,0.0,0.01,36.0,4.0,2.0,5.0,Big Blue Bubble Inc.,E10+
NHL 16,PS3,2015.0,Sports,Electronic Arts,0.0,0.01,0.0,0.0,0.01,35.0,5.0,1.0,284.0,"EA Sports, EA Canada",T
Pet Shop Monogatari DS 2,DS,2010.0,Simulation,Taito,0.0,0.0,0.01,0.0,0.01,36.0,5.0,1.0,8.0,Renegade Kid,E10+
Chokkan! Asonde Relaxuma,DS,2008.0,Action,Rocket Company,0.0,0.0,0.01,0.0,0.01,23.0,6.0,2.0,4.0,Renegade Kid,E10+
Hot Wheels: Stunt Track Challenge / World Race,GBA,2006.0,Racing,"Destination Software, Inc",0.01,0.0,0.0,0.0,0.01,35.0,4.0,1.0,5.0,Sensory Sweep,T
Minna no Conveni,DS,2010.0,Simulation,Taito,0.0,0.0,0.01,0.0,0.01,36.0,5.0,1.0,8.0,Renegade Kid,E10+
Accel World: Kasoku no Chouten,PSP,2013.0,Adventure,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,35.0,5.0,2.0,153.0,5pb,T
SoulCalibur Legends (JP sales),Wii,2007.0,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,37.0,5.0,1.0,226.0,Microids,T
Izumo 2,PS2,2006.0,Adventure,GN Software,0.0,0.0,0.01,0.0,0.01,37.0,4.0,1.0,5.0,WideScreen Games,T
Entaku no Seito: Students of Round,X360,2011.0,Role-Playing,ChunSoft,0.0,0.0,0.01,0.0,0.01,37.0,4.0,1.0,320.0,Panic Button,T
PC Engine Best Collention: Ginga Ojousama Densetsu Collection,PSP,2008.0,Adventure,Hudson Soft,0.0,0.0,0.01,0.0,0.01,37.0,6.0,1.0,8.0,Hydravision,T
Isshoni Gohan. Portable,PSP,2013.0,Adventure,Boost On,0.0,0.0,0.01,0.0,0.01,37.0,4.0,1.0,218.0,5pb,T
King of Fighters 2002: Unlimited Match Tougeki Ver.,PS2,2010.0,Fighting,SNK Playmore,0.0,0.0,0.01,0.0,0.01,51.0,6.0,0.0,8.0,Arc System Works,E10+
Hanayamata: Yosakoi Live,PSV,2014.0,Adventure,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,23.0,5.0,1.0,153.0,5pb,T
Rosario to Vampire: Tanabata no Miss Youkai Gakuen,DS,2008.0,Adventure,Capcom,0.0,0.0,0.01,0.0,0.01,28.0,6.0,2.0,5.0,Frogwares,E10+
Wallace & Gromit: Curse of the Were-Rabbit,XB,2005.0,Adventure,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.01,37.0,5.0,1.0,5.0,Konami Computer Entertainment Hawaii,T
Ouka Sengoku Portable,PSP,2012.0,Adventure,Alchemist,0.0,0.0,0.01,0.0,0.01,37.0,6.0,1.0,177.0,5pb,T
Tactics Layer: Ritina Guard Senki,DS,2009.0,Strategy,D3Publisher,0.0,0.0,0.01,0.0,0.01,35.0,5.0,1.0,5.0,Exient Entertainment,T
Hyakka Yakou,PSV,2015.0,Action,Unknown,0.0,0.0,0.01,0.0,0.01,23.0,5.0,1.0,153.0,Koei Tecmo Games,E10+
San-X Character Channel: All-Star Daishuugou!,DS,2008.0,Action,MTO,0.0,0.0,0.01,0.0,0.01,28.0,6.0,2.0,8.0,Dreamcatcher,E10+
Fuun Shinsengumi Bakumatsuden Portable,PSP,2009.0,Action,From Software,0.01,0.0,0.0,0.0,0.01,37.0,6.0,1.0,528.0,Ignition Entertainment,T
Sega Golf Club: Miyazato San Kyoudai Naizou,PS3,2006.0,Sports,Sega,0.0,0.0,0.01,0.0,0.01,35.0,5.0,1.0,185.0,Sega,T
Rozen Maiden: Gebetgarten,PS2,2007.0,Fighting,Taito,0.0,0.0,0.01,0.0,0.01,28.0,5.0,1.0,8.0,Magenta Software,T
Sangoku Koi Senki: Omoide Gaeshi - CS Edition,PSV,2016.0,Adventure,Prototype,0.0,0.0,0.01,0.0,0.01,53.0,5.0,1.0,289.0,5pb,T
Princess Arthur,PSP,2013.0,Misc,Idea Factory,0.0,0.0,0.01,0.0,0.01,35.0,5.0,1.0,218.0,Falcom,T
Brain Exercise With Dr. Kawashima,PC,2009.0,Puzzle,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01,51.0,5.0,2.0,257.0,Gust,T
Sakura-Sou no Pet na Kanojo,PSP,2013.0,Adventure,Kadokawa Games,0.0,0.0,0.01,0.0,0.01,35.0,5.0,1.0,218.0,5pb,T
Fatal Fury: Battle Archives Volume 2 (JP sales),PS2,2007.0,Fighting,SNK Playmore,0.0,0.0,0.01,0.0,0.01,23.0,5.0,0.0,8.0,Arc System Works,T
Toro to Morimori,PS3,2009.0,Misc,Sony Computer Entertainment,0.0,0.0,0.01,0.0,0.01,37.0,5.0,1.0,244.0,SCE Studio Cambridge,T
Tantei Jinguuji Saburo: Hai to Diamond,PSP,2009.0,Adventure,Arc System Works,0.0,0.0,0.01,0.0,0.01,37.0,6.0,1.0,8.0,Frogwares,T
Truck Racer,Wii,2009.0,Racing,Nordic Games,0.0,0.01,0.0,0.0,0.01,37.0,5.0,1.0,8.0,Milestone S.r.l,T
K-1 Grand Prix,PS,1999.0,Fighting,Jaleco,0.01,0.01,0.0,0.0,0.01,24.0,5.0,1.0,5.0,Arc System Works,T
Simple 2000 Series Vol. 120: The Saigo no Nippon Tsuwamono,PS2,2007.0,Strategy,D3Publisher,0.0,0.0,0.01,0.0,0.01,35.0,5.0,1.0,5.0,Stormregion,T
Casper,GBA,2002.0,Adventure,Microids,0.01,0.0,0.0,0.0,0.01,23.0,5.0,2.0,5.0,Takara,T
Adventure Time: The Secret of the Nameless ,X360,2014.0,Adventure,Little Orbit,0.01,0.0,0.0,0.0,0.01,19.0,5.0,2.0,153.0,Stainless Games,T
Football Manager 2005,PC,2004.0,Sports,Sega,0.0,0.01,0.0,0.0,0.01,35.0,5.0,1.0,275.0,Ascaron Entertainment GmbH,T
Hakuoki: Reimeiroku DS,DS,2012.0,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01,23.0,6.0,2.0,269.0,Airtight Games,E10+
Turbo Trainz,Wii,2012.0,Racing,Mastertronic,0.0,0.01,0.0,0.0,0.01,35.0,5.0,1.0,8.0,Milestone S.r.l,T
Ro-Kyu-Bu! Secret Photo Op,PSV,2014.0,Adventure,Kadokawa Games,0.0,0.0,0.01,0.0,0.01,53.0,5.0,1.0,218.0,5pb,T
Duel Love: Koisuru Otome wa Shouri no Megami,DS,2008.0,Adventure,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,23.0,6.0,2.0,4.0,Dreamcatcher,E10+
Tomoyo After: It's a Wonderful Life CS Edition,PS2,2007.0,Adventure,Prototype,0.0,0.0,0.01,0.0,0.01,28.0,5.0,1.0,244.0,Microids,T
Bunmei Kaika: Aoiza Ibunroku Saien,PSP,2012.0,Action,FuRyu,0.0,0.0,0.01,0.0,0.01,37.0,4.0,2.0,528.0,Airtight Games,T
Aa Megami-samaa,PS2,2007.0,Adventure,Marvelous Interactive,0.0,0.0,0.01,0.0,0.01,37.0,5.0,0.0,5.0,Hydravision,T
Bakumatsu Rock,PSP,2014.0,Action,Marvelous Entertainment,0.0,0.0,0.01,0.0,0.01,35.0,5.0,2.0,528.0,Stainless Games,T
Far East of Eden II: Manji Maru,DS,2006.0,Role-Playing,Hudson Soft,0.0,0.0,0.01,0.0,0.01,35.0,4.0,2.0,5.0,Big Blue Bubble Inc.,T
Family Jockey,Wii,2008.0,Sports,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,35.0,5.0,1.0,5.0,Kush Games,T
Nyaruko-San: Nafushigatai Game no You na Mono,PSV,2013.0,Adventure,5pb,0.0,0.0,0.01,0.0,0.01,37.0,4.0,1.0,218.0,5pb,T
Samurai Warriors: Sanada Maru,PSV,2016.0,Action,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,43.0,5.0,1.0,672.0,"Omega Force, Koei Tecmo Games",T
Sengoku Basara 2 Heroes,Wii,2007.0,Action,Capcom,0.0,0.0,0.01,0.0,0.01,37.0,6.0,1.0,5.0,Clover Studio,T
Soshite Kono Uchuu ni Kirameku Kimi no Shi XXX,PS2,2007.0,Adventure,Datam Polystar,0.0,0.0,0.01,0.0,0.01,37.0,6.0,1.0,8.0,Frogwares,T
Victory Spike,PS,1996.0,Sports,Imagineer,0.0,0.0,0.01,0.0,0.01,35.0,5.0,1.0,7.0,S-Neo,T
MXGP 2,PC,2016.0,Racing,Milestone S.r.l.,0.0,0.01,0.0,0.0,0.01,35.0,5.0,1.0,556.0,Milestone S.r.l,T
Densetsu no Yuusha no Densetsu: Legendary Saga,PSP,2010.0,Role-Playing,Kadokawa Shoten,0.0,0.0,0.01,0.0,0.01,37.0,5.0,1.0,5.0,Hit Maker,T
Hi Hi Puffy AmiYumi: The Genie & the Amp,DS,2006.0,Action,D3Publisher,0.01,0.0,0.0,0.0,0.01,39.0,6.0,2.0,5.0,Santa Cruz Games,T
Zero no Tsukaima: Maigo no Period to Ikusen no Symphony,PS2,2008.0,Adventure,Marvelous Interactive,0.0,0.0,0.01,0.0,0.01,37.0,5.0,1.0,8.0,Microids,T
Order Up!!,3DS,2011.0,Action,Funbox Media,0.0,0.01,0.0,0.0,0.01,28.0,6.0,2.0,4.0,Engine Software,E10+
Hiiro no Kakera: Shin Tamayori Hime Denshou Portable,PSP,2010.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,37.0,6.0,1.0,8.0,5pb,T
Builder's Block,PS,1999.0,Strategy,EON Digital Entertainment,0.01,0.0,0.0,0.0,0.01,35.0,5.0,2.0,5.0,S-Neo,T
Seisou no Amazones,3DS,2013.0,Role-Playing,Arc System Works,0.0,0.0,0.01,0.0,0.01,36.0,6.0,1.0,4.0,FuRyu,E10+
Mahjong Taikai IV,PS3,2006.0,Misc,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,28.0,5.0,1.0,8.0,Tecmo,T
Farming Simulator 15 Expansion Pack,PC,2015.0,Action,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01,23.0,4.0,2.0,528.0,Airtight Games,T
Chou Ezaru wa Akai Hana: Koi wa Tsuki ni Shirube Kareru,PSV,2016.0,Action,dramatic create,0.0,0.0,0.01,0.0,0.01,23.0,5.0,2.0,153.0,Stainless Games,T
Military History: Commander - Europe at War,DS,2009.0,Strategy,Slitherine Software,0.0,0.01,0.0,0.0,0.01,35.0,5.0,1.0,7.0,Renegade Kid,E10+
Ultraman Fighting Evolution 0,PSP,2006.0,Fighting,Banpresto,0.0,0.0,0.01,0.0,0.01,37.0,6.0,1.0,5.0,Other Ocean Interactive,T
Gokuhou!! Mecha Mote Iinchou: Girls Motekawa Box,DS,2009.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.01,0.0,0.01,31.0,5.0,2.0,5.0,Big Blue Bubble Inc.,E10+
Jinsei Game Q DS: Shouwa no Dekigoto,DS,2007.0,Misc,Takara Tomy,0.0,0.0,0.01,0.0,0.01,28.0,6.0,2.0,8.0,Magellan Interactive,E10+
Strider (2014),PS3,2014.0,Platform,Capcom,0.0,0.0,0.01,0.0,0.01,35.0,5.0,1.0,284.0,InXile Entertainment,T
Doraemon Wii: Himitsu Douguou Ketteisen!,Wii,2007.0,Misc,Sega,0.0,0.0,0.01,0.0,0.01,37.0,5.0,0.0,5.0,Sega,T
Goku Makaimura Kai,PSP,2007.0,Platform,Capcom,0.0,0.0,0.01,0.0,0.01,37.0,4.0,1.0,5.0,Idea Factory,T
No Fate! Only the Power of Will,X360,2010.0,Adventure,Alchemist,0.0,0.0,0.01,0.0,0.01,37.0,4.0,1.0,177.0,"Majesco Games, Majesco",T
Makai Senki Disgaea 3 Append Disc: Raspberyl-hen Hajime Mashita,PS3,2009.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.01,0.0,0.01,35.0,5.0,1.0,8.0,"Idea Factory, Compile Heart",T
PDC World Championship Darts 2009,Wii,2009.0,Sports,Oxygen Interactive,0.0,0.01,0.0,0.0,0.01,35.0,5.0,1.0,8.0,HB Studios Multimedia,T
Crows: Burning Edge,PS4,2016.0,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,23.0,5.0,2.0,528.0,Spike Chunsoft,T
Simple DS Series Vol. 41: The Bakudan Shori-Han,DS,2008.0,Action,D3Publisher,0.0,0.0,0.01,0.0,0.01,28.0,6.0,2.0,5.0,Santa Cruz Games,E10+
Kurogane Kaikitan,PSV,2015.0,Adventure,Minato Station,0.0,0.0,0.01,0.0,0.01,53.0,5.0,1.0,218.0,5pb,T
Naxat Soft Reachmania Vol. 1: CR Galaxy Angel,PS2,2008.0,Misc,Naxat Soft,0.0,0.0,0.01,0.0,0.01,37.0,6.0,1.0,8.0,Ganbarion,T
"Hanayaka Kana, Ware ga Ichizoku",PSP,2010.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,37.0,6.0,1.0,8.0,5pb,T
Mamoru-kun wa Norowarete Shimatta!,X360,2009.0,Shooter,G.Rev,0.0,0.0,0.01,0.0,0.01,37.0,5.0,1.0,5.0,"Majesco Games, Majesco",T
Myself; Yourself,PS2,2007.0,Adventure,Yeti,0.0,0.0,0.01,0.0,0.01,28.0,6.0,0.0,8.0,Tecmo,T
Sengoku Hime 2 Arashi: Hyakubana Senran Tatsukaze no Gotoku,PSP,2010.0,Strategy,System Soft,0.0,0.0,0.01,0.0,0.01,35.0,5.0,1.0,185.0,Gas Powered Games,T
Chaos;Head Noah,PSV,2014.0,Adventure,5pb,0.0,0.0,0.01,0.0,0.01,35.0,4.0,2.0,153.0,5pb,T
Curse of the Amsterdam Diamond,DS,2012.0,Puzzle,Easy Interactive,0.0,0.01,0.0,0.0,0.01,23.0,4.0,2.0,4.0,Dreamcatcher,E10+
Starry ? Sky: After Autumn,PSP,2011.0,Misc,Aqua Plus,0.0,0.0,0.01,0.0,0.01,37.0,6.0,1.0,177.0,Crave,T
Dragon Quest X: All in One Package,WiiU,2015.0,Role-Playing,Square Enix,0.0,0.0,0.01,0.0,0.01,19.0,5.0,1.0,684.0,Koei Tecmo Games,T
Slide Adventure: Mag Kid,DS,2007.0,Action,Nintendo,0.0,0.0,0.01,0.0,0.01,28.0,6.0,1.0,8.0,Microids,E10+
Jan Sangoku Musou,PS2,2006.0,Misc,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,51.0,5.0,0.0,8.0,WideScreen Games,T
Brothers Conflict: Precious Baby,PSV,2017.0,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01,19.0,5.0,2.0,528.0,Stainless Games,T
Kono Aozora ni Yakusoku o: Melody of the Sun and Sea,PS2,2007.0,Adventure,Alchemist,0.0,0.0,0.01,0.0,0.01,37.0,4.0,1.0,5.0,Broadsword Interactive,T
Fatal Fury: Battle Archives Volume 1 (JP sales),PS2,2006.0,Fighting,Ignition Entertainment,0.0,0.0,0.01,0.0,0.01,37.0,4.0,0.0,5.0,WideScreen Games,T
Rakushou! Pachi-Slot Sengen 6: Rio 2 Cruising Vanadis,PS2,2009.0,Misc,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,28.0,5.0,1.0,8.0,Magenta Software,T
Kamaitachi no Yoru 2: Tokubetsu Hen,PSP,2006.0,Adventure,ChunSoft,0.0,0.0,0.01,0.0,0.01,37.0,4.0,1.0,5.0,Hydravision,T
Durarara!! Relay,PSV,2015.0,Action,Kadokawa Games,0.0,0.0,0.01,0.0,0.01,23.0,4.0,2.0,528.0,Airtight Games,T
Root Double: Before Crime After Days,X360,2012.0,Action,Yeti,0.0,0.0,0.01,0.0,0.01,35.0,5.0,1.0,218.0,Airtight Games,E10+
ef - a fairy tale of the two.,PS2,2010.0,Adventure,Comfort,0.0,0.0,0.01,0.0,0.01,37.0,6.0,1.0,8.0,Frogwares,T
Sonic & All-Stars Racing Transformed,PC,2013.0,Racing,Sega,0.0,0.01,0.0,0.0,0.01,36.0,5.0,1.0,556.0,Sega,E10+
FairlyLife: MiracleDays,PSP,2010.0,Adventure,Piacci,0.0,0.0,0.01,0.0,0.01,23.0,6.0,0.0,153.0,5pb,T
Death Connection Portable,PSP,2011.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,37.0,4.0,0.0,269.0,5pb,T
Rainbow Islands: Revolution,PSP,2005.0,Action,Rising Star Games,0.01,0.0,0.0,0.0,0.01,28.0,5.0,1.0,8.0,Microids,T
Rakushou! Pachi-Slot Sengen 4,PS2,2006.0,Misc,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,28.0,5.0,1.0,8.0,Magenta Software,T
Chaos;Child,PS4,2015.0,Adventure,5pb,0.0,0.0,0.01,0.0,0.01,35.0,4.0,2.0,153.0,5pb,T
Moe Moe 2-Ji Daisenryaku 2,PSP,2010.0,Strategy,System Soft,0.0,0.0,0.01,0.0,0.01,35.0,5.0,1.0,185.0,FeelPlus,T
Tsuyo Kiss 3 Portable,PSP,2012.0,Action,NetRevo,0.0,0.0,0.01,0.0,0.01,35.0,5.0,1.0,244.0,Engine Software,T
Championship Manager 2010,PC,2009.0,Sports,Eidos Interactive,0.0,0.01,0.0,0.0,0.01,31.0,4.0,2.0,257.0,GSC Game World,T
Dynasty Warriors: Eiketsuden,PSV,2016.0,Action,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,23.0,5.0,2.0,153.0,"Omega Force, Koei Tecmo Games",T
Happy Dance Collection,Wii,2008.0,Misc,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,37.0,5.0,0.0,5.0,Data Design Interactive,T
Army Men: Air Combat - The Elite Missions,GC,2003.0,Shooter,3DO,0.01,0.0,0.0,0.0,0.01,35.0,4.0,10.0,5.0,3DO,T
Binary Star,PSV,2014.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,35.0,4.0,2.0,153.0,5pb,T
Musou Tourou,PSP,2009.0,Strategy,Nippon Ichi Software,0.0,0.0,0.01,0.0,0.01,35.0,5.0,1.0,8.0,Gas Powered Games,T
Gakuen Hetalia,DS,2012.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,23.0,6.0,2.0,269.0,WayForward,E10+
Really? Really! DS,DS,2009.0,Adventure,Kadokawa Shoten,0.0,0.0,0.01,0.0,0.01,28.0,6.0,1.0,8.0,Dreamcatcher,E10+
Daiya no Kuni no Alice: Wonderful Mirror World,PSP,2013.0,Adventure,Quinrose,0.0,0.0,0.01,0.0,0.01,23.0,5.0,0.0,153.0,5pb,T
Touch Detective 3: Does Funghi Dream of Bananas?,3DS,2014.0,Adventure,Success,0.0,0.0,0.01,0.0,0.01,43.0,5.0,2.0,185.0,WayForward,E10+
Jam Sessions: Sing and Play Guitar (jp sales),DS,2007.0,Misc,Ubisoft,0.0,0.0,0.01,0.0,0.01,28.0,6.0,2.0,8.0,Gameloft,E10+
RalliSport Challenge(JP sales),XB,2002.0,Racing,Microsoft Game Studios,0.0,0.0,0.01,0.0,0.01,35.0,5.0,1.0,5.0,Microsoft Game Studios,T
Ultraman Fighting Evolution 3,PS2,2004.0,Fighting,Banpresto,0.0,0.0,0.01,0.0,0.01,37.0,5.0,1.0,5.0,Other Ocean Interactive,T
Rondo of Swords (jp sales),DS,2007.0,Role-Playing,Success,0.0,0.0,0.01,0.0,0.01,36.0,5.0,1.0,8.0,Success,E10+
Element Hunter,DS,2009.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,35.0,5.0,2.0,5.0,Arkedo Studio,E10+
